Ref_Date,GEO,STAT,SUMMARY,Value
2015,Manitoba,Average expenditure per household,Preserved fruit and fruit preparations,167
2016,Manitoba,Average expenditure per household,Preserved fruit and fruit preparations,175
2010,Manitoba,Average expenditure per household,Fruit juice,117
2011,Manitoba,Average expenditure per household,Fruit juice,87
2012,Manitoba,Average expenditure per household,Fruit juice,83
2013,Manitoba,Average expenditure per household,Fruit juice,76
2014,Manitoba,Average expenditure per household,Fruit juice,94
2015,Manitoba,Average expenditure per household,Fruit juice,70
2016,Manitoba,Average expenditure per household,Fruit juice,77
2010,Manitoba,Average expenditure per household,Ready-to-drink citrus juice,45
2011,Manitoba,Average expenditure per household,Ready-to-drink citrus juice,36
2012,Manitoba,Average expenditure per household,Ready-to-drink citrus juice,31
2013,Manitoba,Average expenditure per household,Ready-to-drink citrus juice,21
2014,Manitoba,Average expenditure per household,Ready-to-drink citrus juice,42
2015,Manitoba,Average expenditure per household,Ready-to-drink citrus juice,29
2016,Manitoba,Average expenditure per household,Ready-to-drink citrus juice,34
2010,Manitoba,Average expenditure per household,Other ready-to-drink fruit juices,65
2011,Manitoba,Average expenditure per household,Other ready-to-drink fruit juices,47
2012,Manitoba,Average expenditure per household,Other ready-to-drink fruit juices,49
2013,Manitoba,Average expenditure per household,Other ready-to-drink fruit juices,50
2014,Manitoba,Average expenditure per household,Other ready-to-drink fruit juices,50
2015,Manitoba,Average expenditure per household,Other ready-to-drink fruit juices,39
2016,Manitoba,Average expenditure per household,Other ready-to-drink fruit juices,41
2010,Manitoba,Average expenditure per household,Concentrated fruit juice (frozen),7
2011,Manitoba,Average expenditure per household,Concentrated fruit juice (frozen),F
2012,Manitoba,Average expenditure per household,Concentrated fruit juice (frozen),F
2013,Manitoba,Average expenditure per household,Concentrated fruit juice (frozen),F
2014,Manitoba,Average expenditure per household,Concentrated fruit juice (frozen),F
2015,Manitoba,Average expenditure per household,Concentrated fruit juice (frozen),F
2016,Manitoba,Average expenditure per household,Concentrated fruit juice (frozen),F
2010,Manitoba,Average expenditure per household,Other preserved fruit and fruit preparations,98
2011,Manitoba,Average expenditure per household,Other preserved fruit and fruit preparations,108
2012,Manitoba,Average expenditure per household,Other preserved fruit and fruit preparations,90
2013,Manitoba,Average expenditure per household,Other preserved fruit and fruit preparations,111
2014,Manitoba,Average expenditure per household,Other preserved fruit and fruit preparations,90
2015,Manitoba,Average expenditure per household,Other preserved fruit and fruit preparations,97
2016,Manitoba,Average expenditure per household,Other preserved fruit and fruit preparations,98
2010,Manitoba,Average expenditure per household,Preserved fruit (including canned fruit pie filling and frozen fruit),36
2011,Manitoba,Average expenditure per household,Preserved fruit (including canned fruit pie filling and frozen fruit),35
2012,Manitoba,Average expenditure per household,Preserved fruit (including canned fruit pie filling and frozen fruit),31
2013,Manitoba,Average expenditure per household,Preserved fruit (including canned fruit pie filling and frozen fruit),36
2014,Manitoba,Average expenditure per household,Preserved fruit (including canned fruit pie filling and frozen fruit),32
2015,Manitoba,Average expenditure per household,Preserved fruit (including canned fruit pie filling and frozen fruit),37
2016,Manitoba,Average expenditure per household,Preserved fruit (including canned fruit pie filling and frozen fruit),49
2010,Manitoba,Average expenditure per household,Canned or bottled fruit,29
2011,Manitoba,Average expenditure per household,Canned or bottled fruit,17
2012,Manitoba,Average expenditure per household,Canned or bottled fruit,17
2013,Manitoba,Average expenditure per household,Canned or bottled fruit,24
2014,Manitoba,Average expenditure per household,Canned or bottled fruit,15
2015,Manitoba,Average expenditure per household,Canned or bottled fruit,24
2016,Manitoba,Average expenditure per household,Canned or bottled fruit,25
2010,Manitoba,Average expenditure per household,Fruit pie filling,F
2011,Manitoba,Average expenditure per household,Fruit pie filling,F
2012,Manitoba,Average expenditure per household,Fruit pie filling,F
2013,Manitoba,Average expenditure per household,Fruit pie filling,F
2014,Manitoba,Average expenditure per household,Fruit pie filling,F
2015,Manitoba,Average expenditure per household,Fruit pie filling,F
2016,Manitoba,Average expenditure per household,Fruit pie filling,F
2010,Manitoba,Average expenditure per household,Frozen fruit,5
2011,Manitoba,Average expenditure per household,Frozen fruit,15
2012,Manitoba,Average expenditure per household,Frozen fruit,F
2013,Manitoba,Average expenditure per household,Frozen fruit,F
2014,Manitoba,Average expenditure per household,Frozen fruit,F
2015,Manitoba,Average expenditure per household,Frozen fruit,11
2016,Manitoba,Average expenditure per household,Frozen fruit,22
2010,Manitoba,Average expenditure per household,Dried or other preserved fruit,19
2011,Manitoba,Average expenditure per household,Dried or other preserved fruit,28
2012,Manitoba,Average expenditure per household,Dried or other preserved fruit,17
2013,Manitoba,Average expenditure per household,Dried or other preserved fruit,18
2014,Manitoba,Average expenditure per household,Dried or other preserved fruit,19
2015,Manitoba,Average expenditure per household,Dried or other preserved fruit,23
2016,Manitoba,Average expenditure per household,Dried or other preserved fruit,19
2010,Manitoba,Average expenditure per household,Raisins,8
2011,Manitoba,Average expenditure per household,Raisins,6
2012,Manitoba,Average expenditure per household,Raisins,5
2013,Manitoba,Average expenditure per household,Raisins,F
2014,Manitoba,Average expenditure per household,Raisins,F
2015,Manitoba,Average expenditure per household,Raisins,7
2016,Manitoba,Average expenditure per household,Raisins,7
2010,Manitoba,Average expenditure per household,Other dried or preserved fruit,11
2011,Manitoba,Average expenditure per household,Other dried or preserved fruit,22
2012,Manitoba,Average expenditure per household,Other dried or preserved fruit,11
2013,Manitoba,Average expenditure per household,Other dried or preserved fruit,13
2014,Manitoba,Average expenditure per household,Other dried or preserved fruit,11
2015,Manitoba,Average expenditure per household,Other dried or preserved fruit,17
2016,Manitoba,Average expenditure per household,Other dried or preserved fruit,12
2010,Manitoba,Average expenditure per household,"Jams, jellies, marmalades and similar preserves",15
2011,Manitoba,Average expenditure per household,"Jams, jellies, marmalades and similar preserves",17
2012,Manitoba,Average expenditure per household,"Jams, jellies, marmalades and similar preserves",9
2013,Manitoba,Average expenditure per household,"Jams, jellies, marmalades and similar preserves",15
2014,Manitoba,Average expenditure per household,"Jams, jellies, marmalades and similar preserves",10
2015,Manitoba,Average expenditure per household,"Jams, jellies, marmalades and similar preserves",12
2016,Manitoba,Average expenditure per household,"Jams, jellies, marmalades and similar preserves",10
2010,Manitoba,Average expenditure per household,"Fruit drinks (canned, bottled or frozen)",28
2011,Manitoba,Average expenditure per household,"Fruit drinks (canned, bottled or frozen)",28
2012,Manitoba,Average expenditure per household,"Fruit drinks (canned, bottled or frozen)",33
2013,Manitoba,Average expenditure per household,"Fruit drinks (canned, bottled or frozen)",42
2014,Manitoba,Average expenditure per household,"Fruit drinks (canned, bottled or frozen)",30
2015,Manitoba,Average expenditure per household,"Fruit drinks (canned, bottled or frozen)",24
2016,Manitoba,Average expenditure per household,"Fruit drinks (canned, bottled or frozen)",21
2010,Manitoba,Average expenditure per household,Nuts and seeds,74
2011,Manitoba,Average expenditure per household,Nuts and seeds,85
2012,Manitoba,Average expenditure per household,Nuts and seeds,88
2013,Manitoba,Average expenditure per household,Nuts and seeds,73
2014,Manitoba,Average expenditure per household,Nuts and seeds,89
2015,Manitoba,Average expenditure per household,Nuts and seeds,73
2016,Manitoba,Average expenditure per household,Nuts and seeds,66
2010,Manitoba,Average expenditure per household,Peanuts (shelled or unshelled),11
2011,Manitoba,Average expenditure per household,Peanuts (shelled or unshelled),10
2012,Manitoba,Average expenditure per household,Peanuts (shelled or unshelled),11
2013,Manitoba,Average expenditure per household,Peanuts (shelled or unshelled),10
2014,Manitoba,Average expenditure per household,Peanuts (shelled or unshelled),9
2015,Manitoba,Average expenditure per household,Peanuts (shelled or unshelled),11
2016,Manitoba,Average expenditure per household,Peanuts (shelled or unshelled),8
2010,Manitoba,Average expenditure per household,Other nuts and seeds,63
2011,Manitoba,Average expenditure per household,Other nuts and seeds,75
2012,Manitoba,Average expenditure per household,Other nuts and seeds,77
2013,Manitoba,Average expenditure per household,Other nuts and seeds,63
2014,Manitoba,Average expenditure per household,Other nuts and seeds,81
2015,Manitoba,Average expenditure per household,Other nuts and seeds,62
2016,Manitoba,Average expenditure per household,Other nuts and seeds,58
2010,Manitoba,Average expenditure per household,Vegetables and vegetable preparations,551
2011,Manitoba,Average expenditure per household,Vegetables and vegetable preparations,510
2012,Manitoba,Average expenditure per household,Vegetables and vegetable preparations,482
2013,Manitoba,Average expenditure per household,Vegetables and vegetable preparations,539
2014,Manitoba,Average expenditure per household,Vegetables and vegetable preparations,617
2015,Manitoba,Average expenditure per household,Vegetables and vegetable preparations,711
2016,Manitoba,Average expenditure per household,Vegetables and vegetable preparations,622
2010,Manitoba,Average expenditure per household,Fresh vegetables,380
2011,Manitoba,Average expenditure per household,Fresh vegetables,364
2012,Manitoba,Average expenditure per household,Fresh vegetables,329
2013,Manitoba,Average expenditure per household,Fresh vegetables,384
2014,Manitoba,Average expenditure per household,Fresh vegetables,439
2015,Manitoba,Average expenditure per household,Fresh vegetables,536
2016,Manitoba,Average expenditure per household,Fresh vegetables,453
2010,Manitoba,Average expenditure per household,Potatoes (except sweet potatoes),46
2011,Manitoba,Average expenditure per household,Potatoes (except sweet potatoes),54
2012,Manitoba,Average expenditure per household,Potatoes (except sweet potatoes),40
2013,Manitoba,Average expenditure per household,Potatoes (except sweet potatoes),40
2014,Manitoba,Average expenditure per household,Potatoes (except sweet potatoes),49
2015,Manitoba,Average expenditure per household,Potatoes (except sweet potatoes),61
2016,Manitoba,Average expenditure per household,Potatoes (except sweet potatoes),37
2010,Manitoba,Average expenditure per household,Tomatoes (fresh),45
2011,Manitoba,Average expenditure per household,Tomatoes (fresh),37
2012,Manitoba,Average expenditure per household,Tomatoes (fresh),31
2013,Manitoba,Average expenditure per household,Tomatoes (fresh),46
2014,Manitoba,Average expenditure per household,Tomatoes (fresh),46
2015,Manitoba,Average expenditure per household,Tomatoes (fresh),51
2016,Manitoba,Average expenditure per household,Tomatoes (fresh),61
2010,Manitoba,Average expenditure per household,Lettuce (fresh),33
2011,Manitoba,Average expenditure per household,Lettuce (fresh),31
2012,Manitoba,Average expenditure per household,Lettuce (fresh),22
2013,Manitoba,Average expenditure per household,Lettuce (fresh),33
2014,Manitoba,Average expenditure per household,Lettuce (fresh),30
2015,Manitoba,Average expenditure per household,Lettuce (fresh),44
2016,Manitoba,Average expenditure per household,Lettuce (fresh),32
2010,Manitoba,Average expenditure per household,Cabbage (fresh),8
2011,Manitoba,Average expenditure per household,Cabbage (fresh),10
2012,Manitoba,Average expenditure per household,Cabbage (fresh),10
2013,Manitoba,Average expenditure per household,Cabbage (fresh),9
2014,Manitoba,Average expenditure per household,Cabbage (fresh),17
2015,Manitoba,Average expenditure per household,Cabbage (fresh),23
2016,Manitoba,Average expenditure per household,Cabbage (fresh),8
2010,Manitoba,Average expenditure per household,Carrots (fresh),19
2011,Manitoba,Average expenditure per household,Carrots (fresh),20
2012,Manitoba,Average expenditure per household,Carrots (fresh),17
2013,Manitoba,Average expenditure per household,Carrots (fresh),21
2014,Manitoba,Average expenditure per household,Carrots (fresh),20
2015,Manitoba,Average expenditure per household,Carrots (fresh),22
2016,Manitoba,Average expenditure per household,Carrots (fresh),21
2010,Manitoba,Average expenditure per household,Onions (fresh),39
2011,Manitoba,Average expenditure per household,Onions (fresh),31
2012,Manitoba,Average expenditure per household,Onions (fresh),27
2013,Manitoba,Average expenditure per household,Onions (fresh),32
2014,Manitoba,Average expenditure per household,Onions (fresh),37
2015,Manitoba,Average expenditure per household,Onions (fresh),43
2016,Manitoba,Average expenditure per household,Onions (fresh),49
2010,Manitoba,Average expenditure per household,Celery (fresh),11
2011,Manitoba,Average expenditure per household,Celery (fresh),11
2012,Manitoba,Average expenditure per household,Celery (fresh),11
2013,Manitoba,Average expenditure per household,Celery (fresh),6
2014,Manitoba,Average expenditure per household,Celery (fresh),9
2015,Manitoba,Average expenditure per household,Celery (fresh),16
2016,Manitoba,Average expenditure per household,Celery (fresh),13
2010,Manitoba,Average expenditure per household,Cucumber (fresh),20
2011,Manitoba,Average expenditure per household,Cucumber (fresh),21
2012,Manitoba,Average expenditure per household,Cucumber (fresh),15
2013,Manitoba,Average expenditure per household,Cucumber (fresh),28
2014,Manitoba,Average expenditure per household,Cucumber (fresh),26
2015,Manitoba,Average expenditure per household,Cucumber (fresh),28
2016,Manitoba,Average expenditure per household,Cucumber (fresh),31
2010,Manitoba,Average expenditure per household,Mushrooms (fresh),25
2011,Manitoba,Average expenditure per household,Mushrooms (fresh),18
2012,Manitoba,Average expenditure per household,Mushrooms (fresh),19
2013,Manitoba,Average expenditure per household,Mushrooms (fresh),19
2014,Manitoba,Average expenditure per household,Mushrooms (fresh),26
2015,Manitoba,Average expenditure per household,Mushrooms (fresh),30
2016,Manitoba,Average expenditure per household,Mushrooms (fresh),22
2010,Manitoba,Average expenditure per household,Broccoli (fresh),11
2011,Manitoba,Average expenditure per household,Broccoli (fresh),12
2012,Manitoba,Average expenditure per household,Broccoli (fresh),8
2013,Manitoba,Average expenditure per household,Broccoli (fresh),16
2014,Manitoba,Average expenditure per household,Broccoli (fresh),15
2015,Manitoba,Average expenditure per household,Broccoli (fresh),19
2016,Manitoba,Average expenditure per household,Broccoli (fresh),12
2010,Manitoba,Average expenditure per household,Peppers (fresh),30
2011,Manitoba,Average expenditure per household,Peppers (fresh),37
2012,Manitoba,Average expenditure per household,Peppers (fresh),34
2013,Manitoba,Average expenditure per household,Peppers (fresh),33
2014,Manitoba,Average expenditure per household,Peppers (fresh),36
2015,Manitoba,Average expenditure per household,Peppers (fresh),41
2016,Manitoba,Average expenditure per household,Peppers (fresh),44
2010,Manitoba,Average expenditure per household,Other vegetables (fresh),93
2011,Manitoba,Average expenditure per household,Other vegetables (fresh),82
2012,Manitoba,Average expenditure per household,Other vegetables (fresh),95
2013,Manitoba,Average expenditure per household,Other vegetables (fresh),103
2014,Manitoba,Average expenditure per household,Other vegetables (fresh),128
2015,Manitoba,Average expenditure per household,Other vegetables (fresh),158
2016,Manitoba,Average expenditure per household,Other vegetables (fresh),124
2010,Manitoba,Average expenditure per household,Cauliflower (fresh),9
2011,Manitoba,Average expenditure per household,Cauliflower (fresh),7
2012,Manitoba,Average expenditure per household,Cauliflower (fresh),14
2013,Manitoba,Average expenditure per household,Cauliflower (fresh),10
2014,Manitoba,Average expenditure per household,Cauliflower (fresh),9
2015,Manitoba,Average expenditure per household,Cauliflower (fresh),14
2016,Manitoba,Average expenditure per household,Cauliflower (fresh),8
2010,Manitoba,Average expenditure per household,Frozen and dried vegetables,49
2011,Manitoba,Average expenditure per household,Frozen and dried vegetables,46
2012,Manitoba,Average expenditure per household,Frozen and dried vegetables,47
2013,Manitoba,Average expenditure per household,Frozen and dried vegetables,62
2014,Manitoba,Average expenditure per household,Frozen and dried vegetables,49
2015,Manitoba,Average expenditure per household,Frozen and dried vegetables,45
2016,Manitoba,Average expenditure per household,Frozen and dried vegetables,53
2010,Manitoba,Average expenditure per household,Potato products (frozen),19
2011,Manitoba,Average expenditure per household,Potato products (frozen),15
2012,Manitoba,Average expenditure per household,Potato products (frozen),19
2013,Manitoba,Average expenditure per household,Potato products (frozen),23
2014,Manitoba,Average expenditure per household,Potato products (frozen),14
2015,Manitoba,Average expenditure per household,Potato products (frozen),18
2016,Manitoba,Average expenditure per household,Potato products (frozen),27
2010,Manitoba,Average expenditure per household,Other frozen vegetables,23
2011,Manitoba,Average expenditure per household,Other frozen vegetables,25
2012,Manitoba,Average expenditure per household,Other frozen vegetables,24
2013,Manitoba,Average expenditure per household,Other frozen vegetables,32
2014,Manitoba,Average expenditure per household,Other frozen vegetables,31
2015,Manitoba,Average expenditure per household,Other frozen vegetables,19
2016,Manitoba,Average expenditure per household,Other frozen vegetables,21
2010,Manitoba,Average expenditure per household,Dried vegetables and legumes,6
2011,Manitoba,Average expenditure per household,Dried vegetables and legumes,5
2012,Manitoba,Average expenditure per household,Dried vegetables and legumes,4
2013,Manitoba,Average expenditure per household,Dried vegetables and legumes,6
2014,Manitoba,Average expenditure per household,Dried vegetables and legumes,F
2015,Manitoba,Average expenditure per household,Dried vegetables and legumes,F
2016,Manitoba,Average expenditure per household,Dried vegetables and legumes,5
2010,Manitoba,Average expenditure per household,Canned vegetables and other vegetable preparations,122
2011,Manitoba,Average expenditure per household,Canned vegetables and other vegetable preparations,100
2012,Manitoba,Average expenditure per household,Canned vegetables and other vegetable preparations,106
2013,Manitoba,Average expenditure per household,Canned vegetables and other vegetable preparations,94
2014,Manitoba,Average expenditure per household,Canned vegetables and other vegetable preparations,129
2015,Manitoba,Average expenditure per household,Canned vegetables and other vegetable preparations,130
2016,Manitoba,Average expenditure per household,Canned vegetables and other vegetable preparations,116
2010,Manitoba,Average expenditure per household,Canned or bottled vegetables,52
2011,Manitoba,Average expenditure per household,Canned or bottled vegetables,44
2012,Manitoba,Average expenditure per household,Canned or bottled vegetables,40
2013,Manitoba,Average expenditure per household,Canned or bottled vegetables,39
2014,Manitoba,Average expenditure per household,Canned or bottled vegetables,47
2015,Manitoba,Average expenditure per household,Canned or bottled vegetables,50
2016,Manitoba,Average expenditure per household,Canned or bottled vegetables,42
2010,Manitoba,Average expenditure per household,"Tomatoes (canned or bottled, including tomato paste)",11
2011,Manitoba,Average expenditure per household,"Tomatoes (canned or bottled, including tomato paste)",11
2012,Manitoba,Average expenditure per household,"Tomatoes (canned or bottled, including tomato paste)",13
2013,Manitoba,Average expenditure per household,"Tomatoes (canned or bottled, including tomato paste)",13
2014,Manitoba,Average expenditure per household,"Tomatoes (canned or bottled, including tomato paste)",6
2015,Manitoba,Average expenditure per household,"Tomatoes (canned or bottled, including tomato paste)",13
2016,Manitoba,Average expenditure per household,"Tomatoes (canned or bottled, including tomato paste)",14
2010,Manitoba,Average expenditure per household,Peas (canned or bottled),4
2011,Manitoba,Average expenditure per household,Peas (canned or bottled),3
2012,Manitoba,Average expenditure per household,Peas (canned or bottled),F
2013,Manitoba,Average expenditure per household,Peas (canned or bottled),F
2014,Manitoba,Average expenditure per household,Peas (canned or bottled),F
2015,Manitoba,Average expenditure per household,Peas (canned or bottled),F
2016,Manitoba,Average expenditure per household,Peas (canned or bottled),3
2010,Manitoba,Average expenditure per household,Beans (canned or bottled),10
2011,Manitoba,Average expenditure per household,Beans (canned or bottled),9
2012,Manitoba,Average expenditure per household,Beans (canned or bottled),5
2013,Manitoba,Average expenditure per household,Beans (canned or bottled),7
2014,Manitoba,Average expenditure per household,Beans (canned or bottled),8
2015,Manitoba,Average expenditure per household,Beans (canned or bottled),6
2016,Manitoba,Average expenditure per household,Beans (canned or bottled),7
2010,Manitoba,Average expenditure per household,"Other vegetables or legumes (canned or bottled, except infant food)",26
2011,Manitoba,Average expenditure per household,"Other vegetables or legumes (canned or bottled, except infant food)",20
2012,Manitoba,Average expenditure per household,"Other vegetables or legumes (canned or bottled, except infant food)",18
2013,Manitoba,Average expenditure per household,"Other vegetables or legumes (canned or bottled, except infant food)",16
2014,Manitoba,Average expenditure per household,"Other vegetables or legumes (canned or bottled, except infant food)",31
2015,Manitoba,Average expenditure per household,"Other vegetables or legumes (canned or bottled, except infant food)",26
2016,Manitoba,Average expenditure per household,"Other vegetables or legumes (canned or bottled, except infant food)",19
2010,Manitoba,Average expenditure per household,"Ready-to-serve or ready-to-cook prepared salads and side dishes, fruit or vegetable based",52
2011,Manitoba,Average expenditure per household,"Ready-to-serve or ready-to-cook prepared salads and side dishes, fruit or vegetable based",50
2012,Manitoba,Average expenditure per household,"Ready-to-serve or ready-to-cook prepared salads and side dishes, fruit or vegetable based",56
2013,Manitoba,Average expenditure per household,"Ready-to-serve or ready-to-cook prepared salads and side dishes, fruit or vegetable based",52
2014,Manitoba,Average expenditure per household,"Ready-to-serve or ready-to-cook prepared salads and side dishes, fruit or vegetable based",71
2015,Manitoba,Average expenditure per household,"Ready-to-serve or ready-to-cook prepared salads and side dishes, fruit or vegetable based",73
2016,Manitoba,Average expenditure per household,"Ready-to-serve or ready-to-cook prepared salads and side dishes, fruit or vegetable based",72
2010,Manitoba,Average expenditure per household,Vegetable juice (canned or bottled),18
2011,Manitoba,Average expenditure per household,Vegetable juice (canned or bottled),7
2012,Manitoba,Average expenditure per household,Vegetable juice (canned or bottled),10
2013,Manitoba,Average expenditure per household,Vegetable juice (canned or bottled),3
2014,Manitoba,Average expenditure per household,Vegetable juice (canned or bottled),11
2015,Manitoba,Average expenditure per household,Vegetable juice (canned or bottled),7
2016,Manitoba,Average expenditure per household,Vegetable juice (canned or bottled),F
2010,Manitoba,Average expenditure per household,Tomato juice (canned or bottled),4
2011,Manitoba,Average expenditure per household,Tomato juice (canned or bottled),3
2012,Manitoba,Average expenditure per household,Tomato juice (canned or bottled),F
2013,Manitoba,Average expenditure per household,Tomato juice (canned or bottled),F
2014,Manitoba,Average expenditure per household,Tomato juice (canned or bottled),F
2015,Manitoba,Average expenditure per household,Tomato juice (canned or bottled),4
2016,Manitoba,Average expenditure per household,Tomato juice (canned or bottled),F
2010,Manitoba,Average expenditure per household,Other vegetable juice (canned or bottled),14
2011,Manitoba,Average expenditure per household,Other vegetable juice (canned or bottled),3
2012,Manitoba,Average expenditure per household,Other vegetable juice (canned or bottled),F
2013,Manitoba,Average expenditure per household,Other vegetable juice (canned or bottled),F
2014,Manitoba,Average expenditure per household,Other vegetable juice (canned or bottled),9
2015,Manitoba,Average expenditure per household,Other vegetable juice (canned or bottled),F
2016,Manitoba,Average expenditure per household,Other vegetable juice (canned or bottled),F
2010,Manitoba,Average expenditure per household,Dairy products and eggs,837
2011,Manitoba,Average expenditure per household,Dairy products and eggs,770
2012,Manitoba,Average expenditure per household,Dairy products and eggs,850
2013,Manitoba,Average expenditure per household,Dairy products and eggs,832
2014,Manitoba,Average expenditure per household,Dairy products and eggs,937
2015,Manitoba,Average expenditure per household,Dairy products and eggs,923
2016,Manitoba,Average expenditure per household,Dairy products and eggs,904
2010,Manitoba,Average expenditure per household,Cheese,269
2011,Manitoba,Average expenditure per household,Cheese,226
2012,Manitoba,Average expenditure per household,Cheese,268
2013,Manitoba,Average expenditure per household,Cheese,245
2014,Manitoba,Average expenditure per household,Cheese,300
2015,Manitoba,Average expenditure per household,Cheese,293
2016,Manitoba,Average expenditure per household,Cheese,305
2010,Manitoba,Average expenditure per household,Cheddar cheese,80
2011,Manitoba,Average expenditure per household,Cheddar cheese,72
2012,Manitoba,Average expenditure per household,Cheddar cheese,84
2013,Manitoba,Average expenditure per household,Cheddar cheese,86
2014,Manitoba,Average expenditure per household,Cheddar cheese,73
2015,Manitoba,Average expenditure per household,Cheddar cheese,95
2016,Manitoba,Average expenditure per household,Cheddar cheese,100
2010,Manitoba,Average expenditure per household,Mozzarella cheese,30
2011,Manitoba,Average expenditure per household,Mozzarella cheese,21
2012,Manitoba,Average expenditure per household,Mozzarella cheese,30
2013,Manitoba,Average expenditure per household,Mozzarella cheese,15
2014,Manitoba,Average expenditure per household,Mozzarella cheese,42
2015,Manitoba,Average expenditure per household,Mozzarella cheese,28
2016,Manitoba,Average expenditure per household,Mozzarella cheese,38
2010,Manitoba,Average expenditure per household,Processed cheese,47
2011,Manitoba,Average expenditure per household,Processed cheese,33
2012,Manitoba,Average expenditure per household,Processed cheese,50
2013,Manitoba,Average expenditure per household,Processed cheese,35
2014,Manitoba,Average expenditure per household,Processed cheese,42
2015,Manitoba,Average expenditure per household,Processed cheese,53
2016,Manitoba,Average expenditure per household,Processed cheese,43
2010,Manitoba,Average expenditure per household,Other cheeses,113
2011,Manitoba,Average expenditure per household,Other cheeses,99
2012,Manitoba,Average expenditure per household,Other cheeses,103
2013,Manitoba,Average expenditure per household,Other cheeses,109
2014,Manitoba,Average expenditure per household,Other cheeses,142
2015,Manitoba,Average expenditure per household,Other cheeses,116
2016,Manitoba,Average expenditure per household,Other cheeses,124
2010,Manitoba,Average expenditure per household,Milk,243
2011,Manitoba,Average expenditure per household,Milk,225
2012,Manitoba,Average expenditure per household,Milk,270
2013,Manitoba,Average expenditure per household,Milk,235
2014,Manitoba,Average expenditure per household,Milk,221
2015,Manitoba,Average expenditure per household,Milk,248
2016,Manitoba,Average expenditure per household,Milk,188
2010,Manitoba,Average expenditure per household,Butter,24
2011,Manitoba,Average expenditure per household,Butter,30
2012,Manitoba,Average expenditure per household,Butter,32
2013,Manitoba,Average expenditure per household,Butter,23
2014,Manitoba,Average expenditure per household,Butter,34
2015,Manitoba,Average expenditure per household,Butter,31
2016,Manitoba,Average expenditure per household,Butter,41
2010,Manitoba,Average expenditure per household,Ice cream and ice milk (including novelties),67
2011,Manitoba,Average expenditure per household,Ice cream and ice milk (including novelties),50
2012,Manitoba,Average expenditure per household,Ice cream and ice milk (including novelties),56
2013,Manitoba,Average expenditure per household,Ice cream and ice milk (including novelties),45
2014,Manitoba,Average expenditure per household,Ice cream and ice milk (including novelties),61
2015,Manitoba,Average expenditure per household,Ice cream and ice milk (including novelties),54
2016,Manitoba,Average expenditure per household,Ice cream and ice milk (including novelties),64
2010,Manitoba,Average expenditure per household,Other dairy products,176
2011,Manitoba,Average expenditure per household,Other dairy products,174
2012,Manitoba,Average expenditure per household,Other dairy products,162
2013,Manitoba,Average expenditure per household,Other dairy products,200
2014,Manitoba,Average expenditure per household,Other dairy products,240
2015,Manitoba,Average expenditure per household,Other dairy products,206
2016,Manitoba,Average expenditure per household,Other dairy products,214
2010,Manitoba,Average expenditure per household,Dairy product substitutes,29
2011,Manitoba,Average expenditure per household,Dairy product substitutes,20
2012,Manitoba,Average expenditure per household,Dairy product substitutes,22
2013,Manitoba,Average expenditure per household,Dairy product substitutes,19
2014,Manitoba,Average expenditure per household,Dairy product substitutes,40
2015,Manitoba,Average expenditure per household,Dairy product substitutes,29
2016,Manitoba,Average expenditure per household,Dairy product substitutes,25
2010,Manitoba,Average expenditure per household,Eggs and other egg products,59
2011,Manitoba,Average expenditure per household,Eggs and other egg products,65
2012,Manitoba,Average expenditure per household,Eggs and other egg products,64
2013,Manitoba,Average expenditure per household,Eggs and other egg products,84
2014,Manitoba,Average expenditure per household,Eggs and other egg products,82
2015,Manitoba,Average expenditure per household,Eggs and other egg products,91
2016,Manitoba,Average expenditure per household,Eggs and other egg products,92
2010,Manitoba,Average expenditure per household,Meat,1045
2011,Manitoba,Average expenditure per household,Meat,978
2012,Manitoba,Average expenditure per household,Meat,915
2013,Manitoba,Average expenditure per household,Meat,957
2014,Manitoba,Average expenditure per household,Meat,1391
2015,Manitoba,Average expenditure per household,Meat,1186
2016,Manitoba,Average expenditure per household,Meat,1228
2010,Manitoba,Average expenditure per household,Beef,255
2011,Manitoba,Average expenditure per household,Beef,243
2012,Manitoba,Average expenditure per household,Beef,204
2013,Manitoba,Average expenditure per household,Beef,220
2014,Manitoba,Average expenditure per household,Beef,366
2015,Manitoba,Average expenditure per household,Beef,255
2016,Manitoba,Average expenditure per household,Beef,293
2010,Manitoba,Average expenditure per household,Pork,120
2011,Manitoba,Average expenditure per household,Pork,111
2012,Manitoba,Average expenditure per household,Pork,129
2013,Manitoba,Average expenditure per household,Pork,99
2014,Manitoba,Average expenditure per household,Pork,185
2015,Manitoba,Average expenditure per household,Pork,175
2016,Manitoba,Average expenditure per household,Pork,142
2010,Manitoba,Average expenditure per household,Poultry,243
2011,Manitoba,Average expenditure per household,Poultry,232
2012,Manitoba,Average expenditure per household,Poultry,187
2013,Manitoba,Average expenditure per household,Poultry,217
2014,Manitoba,Average expenditure per household,Poultry,267
2015,Manitoba,Average expenditure per household,Poultry,282
2016,Manitoba,Average expenditure per household,Poultry,282
2010,Manitoba,Average expenditure per household,Other meat and poultry,10
2011,Manitoba,Average expenditure per household,Other meat and poultry,7
2012,Manitoba,Average expenditure per household,Other meat and poultry,11
2013,Manitoba,Average expenditure per household,Other meat and poultry,F
2014,Manitoba,Average expenditure per household,Other meat and poultry,67
